,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricaton,Origin,Fabriction,Fabrocation,Materia,Platform,Volume,Suitable,Includes,Wedge,Sport,Sneaker,Base,Footwear,Ingredients,Formal,Toe,Size,Qty,Care
79,Ralph Sampson 70 mid rubber kitsune -  puma x maison kitsune - black,PUMA Select,Black,Code 380291 01,Nylon Upper with Moulded Rubber Overlay & Rubber Sole,R2249,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209380/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
80,237 - black (001),New Balance,Black,Code ws237cc,Suede & Mesh upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209084/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 3, UK 8, ",,,,,,,,,,,,,,,,,,,,
81,Carina crew iridescent - puma white,PUMA,Puma White,Code 368880 01,Leather Upper with Rubber Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209276/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
82,Puma R78 futr iri wmn's - gray violet-elektro purple,PUMA,Gray Violet-Elektro Purple,Code 375466 02,Mesh Upper with Synthetic Leather Overlays & Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209305/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
83,X-ray² square iri wmn's - puma black-puma black-pink lady-puma silver,PUMA,Puma Black-Puma Black-Pink Lady-Puma Silver,Code 375965 01,Mesh Upper with Leather Overlays & Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209355/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
84,237 - sea salt (108),New Balance,Sea salt,Code Ws237cb,Suede & Mesh upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209035/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
85,Puma R78 futr iridescent wmn's - puma black-blue glow,PUMA,Puma Black-Blue Glow,Code 375466 03,Mesh Upper with Synthetic Leather Overlays & Rubber Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209330/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
86,Ralph sampson 70 rubber kitsune -  puma x maison kitsune - meadowlark,PUMA Select,Meadowlark,Code 375647 02,Leather Upper with Rubber Overlays & Rubber Sole,R1949,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2209342/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
87,Puma r78 - pink lady-puma white-gray violet,PUMA,Pink lady-puma white-gray violet,Code 373117 28,Nylon ripstop with synthetic suede overlays & rubber sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207472/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
88,Ua classic slip-on - (galaxy) black/true white,Vans,Galaxy black/true white,Code VN0A33TBG4F1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207606/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 4, UK 8, ",,,,,,,,,,,,,,,,,,,,
89,Ua era - orchid/true white,Vans,Orchid/true white,Code VN0A54F13SQ1,Canvas Upper with Waffle Sole,R561,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207555/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
90,S-mydori lc w sneakers - white,Diesel,White,,Leather Upper with Rubber Sole,R2449,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207987/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
91,S-clever so w  sneakers - gray violet / white,Diesel,Grey violet / white,,Faux-leather Upper with Rubber Sole,R1959,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207962/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
92,Cali wedge soft wild wn's - puma black-puma white-puma silver,PUMA,Puma black-puma white-puma silver,Code 375048 01,Suede upper with Rubber sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207485/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
93,S-mydori lc w sneakers - black,Diesel,Black,,Leather Upper with Rubber Sole,R2449,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2208001/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
94,RE.GEN Oslo Maja  - puma white-gum,PUMA,Puma white-gum,Code 375860 01,Synthetic Upper with Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207496/original.jpg,women,"UK 4, UK 5, UK 6, UK 3, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
95,Ua slip-on platform sf - (surf supply) karina/black,Vans,Surf supply karina/black,Code vn0a3mvc4xy1,Canvas Upper with Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207615/original.jpg,women,"UK 5, UK 3, UK 4, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
96,Classic slip-on - (better together) fuchsia purple/true white,Vans,Fuchsia Purple/True White,Code VN0A33TB42W,Textile Upper with Waffle Sole,R674,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2145622/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
97,Japan s pf - black/white,Asics,Black/White,,Synthetic upper,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2231164/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
98,Vans x liberty fabrics old skool tapered - multi/yellow floral,Vans,Multi/Yellow Floral,Code VN0A54F44TW,Canvas Upper with Waffle Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193463/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
99,Air Max 90 - photon dust/summit white-hyper grape,Nike,Photon dust/summit white-hyper grape,Code cz1617-001,Synthetic Upper with Rubber sole,R1874,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2231288/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
100,Chuck Taylor All Star pride hi - white/multi,Converse,White/multi/white - pride,Code 170822C,,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2198482/original.jpg,men,"UK 3, UK 4, UK 11, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,,,,
101,Chuck Taylor All Star pride ox - white/multi,Converse,White/multi/white - pride,Code 170823C,Canvas Upper with Rubber sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2198516/original.jpg,men,"UK 3, UK 7, UK 4, UK 5, UK 6, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,,,,
102,Vans x Liberty fabrics Old Skool tapered,Vans,Multi/Patchwork Floral,Code VN0A54F44TV,Canvas Upper with Waffle Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193453/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
103,UA classic slip-on - (bandana) true blue & true white,Vans,True Blue & True White,Code VN0A33TB42U1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197019/original.jpg,men,"UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, ",,,,,,,,,,,,,,,,,,,,
104,UA classic slip-on - (bandana) black & true white,Vans,Black & True White,Code VN0A33TBD9S1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196955/original.jpg,men,"UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
105,star replay platform all of the stars ox - black/white,Converse,Black & White,Code 565366C,Canvas Upper with Rubber sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196137/original.jpg,women,"UK 3, UK 5, UK 6, UK 7, UK 8, UK 4, ",,,,,,,,,,,,,,,,,,,,
106,UA old skool stacked - (uv ink) leopard/true white,Vans,Leopard & True White,Code VN0A4U154TJ1,Canvas & Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197128/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
107,Vans x Liberty fabrics Old Skool tapered,Vans,Multi/Black Floral,Code VN0A54F44TR,Canvas Upper with Waffle Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196905/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
108,UA sk8-hi - (mystic) parisian night/shifting sand,Vans,Parisian Night/Shifting Sand,Code VN0A32QG4UA1,Textile & Suede Upper with Waffle Sole,R974,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197158/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
109,237 - rose water,New Balance,Rose Water (692),Code ws237ca,Suede Upper with Rubber sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2196178/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
110,UA sid - misty blue,Vans,Misty Blue,Code VN0A54F53NQ1,Canvas Upper with Waffle Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197234/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
111,UA classic slip-on - (bandana) classic white & black,Vans,Classic White & Black,Code VN0A33TB42S1,Canvas Upper with Waffle Sole,R599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197001/original.jpg,men,"UK 6, UK 7, UK 8, UK 9, UK 10, UK 11, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
112,UA classic slip-on - uv ink & true white,Vans,UV Ink & True White,Code VN0A33TB45R1,Canvas Upper with Waffle Sole,R636,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2197201/original.jpg,men,"UK 9, UK 10, UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, UK 11, ",,,,,,,,,,,,,,,,,,,,
113,Suede Mayu UP - grenadine-marshmallow-gum 3,PUMA,Grenadine-Marshmallow-Gum 3,Code 38165002,Suede Upper with Gum Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2195372/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
114,Forum low tt w - ftwr white/ecru tint/blue tint s18,adidas Originals,"Fy8014 White, Ecru Tint & Blue Tint",Code fy8014,Leather Upper with Suede Overlays & Rubber sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2194967/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
115,Rovulc low ii wmn - combat,G-Star RAW,Combat,Code D18654-8701-723,Canvas Upper with Rubber sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192727/original.jpg,women,"UK 3, UK 8, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
116,2750 jnsu - blue notte,SUPERGA,Blue Notte,Code s001em0-a08250,,R629,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192602/original.jpg,women,"UK 3.5, UK 4, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 9, UK 10, UK 2.5, UK 5, ",,,,,,,,,,,,,,,,,,,,
117,Chuck taylor all star madison garden party ox - light blue,Converse,Light Blue,Code 570807C,Canvas Upper with Rubber Sole,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192886/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
118,Chuck taylor all star madison summer fest ox - off white,Converse,Off White,Code 570910C,Canvas Upper with Rubber Sole,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192918/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
119,5740 - blue & grey (462),New Balance,Blue & Grey,,Suede/Mesh Upper/Rubber Sole,R2199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192979/original.jpg,women,"UK 4, UK 5, UK 6, UK 8, UK 3, UK 7, ",,,,,,,,,,,,,,,,,,,,
120,Chuck taylor all star madison summer fest ox - charcoal,Converse,Charcoal,Code 570808C,Canvas Upper with Rubber Sole,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192937/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
121,Chuck 70 summer fest fuse tape hi - white/egret/black,Converse,white/egret/black,Code 170767C,Textile Upper with Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192964/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
122,Run star hike find your pride high top hi - white/multi/white,Converse,white/multi/white,Code 170824C,Canvas Upper with Rubber Sole,R1899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2193013/original.jpg,women,"UK 4, UK 3, UK 5, UK 6, UK 7, UK 8, UK 9, UK 10, ",,,,,,,,,,,,,,,,,,,,
123,2696 stripe  - tot raw beige,SUPERGA,Tot raw beige,Code S112i9w-a9w,Canvas Upper with Rubber,R769,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192579/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
124,Rs-curve glow wn's - puma black-puma team gold,PUMA,puma black-puma team gold,Code 375174 04,Mesh Upper with Synthetic Overlays & Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192698/original.jpg,women,"UK 5, UK 6, UK 7, UK 3, UK 4, UK 8, ",,,,,,,,,,,,,,,,,,,,
125,Daybreak - pale ivory/desert sand-light sienna,Nike,pale ivory/desert sand-light sienna,Code CK2351-106,Suede Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2188455/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
126,W air max 2090  - white/hyper orange-photon dust,Nike,white/hyper orange-photon dust,Code CZ1516-100,Leather Upper with Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2189087/original.jpg,women,"UK 3, UK 4, UK 5, UK 7, UK 8, UK 6, ",,,,,,,,,,,,,,,,,,,,
127,Rs-curve oq wn's - eggnog-cloud pink-parasailing,PUMA,eggnog-cloud pink-parasailing,Code 380659 01,Mesh Upper with Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192637/original.jpg,women,"UK 4, UK 5, UK 6, UK 8, UK 3, UK 7, ",,,,,,,,,,,,,,,,,,,,
128,Cali wedge soft wild wn's - eggnog-puma white-puma team gold,PUMA,eggnog-puma white-puma team gold,Code 375048 02,Suede upper with Rubber sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2192664/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
129,Chuck taylor all star shoreline summer fest slip - festival,Converse,Egret/Light gold/Black,Code 570814C,Canvas Upper with Rubber Sole,R799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178580/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
130,S-astico mid lace wmns - star white,Diesel,Star White,Code Y01874-PR012-T1015,Canvas Upper with Rubber Sole,R1999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2161877/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
131,S-kb sle w  sneakers - dirty white / angora,Diesel,Dirty White / Angora,Code Y02401-P2857-H8426,Textile Upper with Rubber Sole,R1819,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2180222/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
132,Converse star replay platform all of the stars ox - white/converse black/converse black - all of the stars,Converse,White/Converse black/Converse black,Code 565365C,Canvas Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178217/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
133,Chuck 70 off the grid ox - color block,Converse,Pink quartz/Bright poppy/Egret,Code 570788C,Canvas Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178507/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
134,Chuck taylor all star summer fest patch hi - festival,Converse,Terracotta pink/Egret/Black,Code 570906C,Canvas Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178631/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
135,Chuck taylor all star espadrille platform ox - seasonal color,Converse,Pink quartz/White/Natural ivory,Code 570771C,Canvas Upper with Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178365/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
136,Chuck taylor all star espadrille platform ox - seasonal color,Converse,Banana cake/White/Natural ivory,Code 570772C,Canvas Upper with Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178449/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
137,Chuck taylor all star shoreline summer fest slip - festival,Converse,Egret/Chambray blue/White,Code 570911C,Canvas Upper with Rubber Sole,R799,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178671/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
138,Chuck taylor all star summer fest platform ox - festival,Converse,Egret/Terracotta pink/Black,Code 570970C,Canvas Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178992/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
139,Chuck taylor all star garden party print ox - floral print,Converse,Light zitron/Black/white/Floral print,Code 570918F,Canvas Upper with Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178868/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
140,Chuck taylor all star archive leopard print platform hi - archive print,Converse,Driftwood/Light fawn/Black,Code 570915C,Canvas Upper with Rubber Sole,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178767/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
141,Chuck 70 off the grid ox - color block,Converse,Chambray blue/Light field surplus/Egret,Code 570789C,Canvas Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178520/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
142,Chuck taylor all star summer fest platform hi - festival,Converse,Hi egret/Sesame/Black,Code 570969C,Canvas Upper with Rubber Sole,R1599,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178957/original.jpg,women,"UK 3, UK 7, UK 8, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
143,Chuck taylor all star garden party platform ox - floral print,Converse,Egret/White/Bright poppy,Code 570920C,Canvas Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178932/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
144,Chuck taylor all star garden party print hi - floral print,Converse,Egret/Black/White,Code 570919C,Canvas Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2178908/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
145,Suede mayu up wn's - suede mayu up wn's - 38165001 - lapis blue-marshmallow-gum 3,PUMA,Lapis blue-Marshmallow-Gum 3,Code 381650-01,Suede Upper/Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176419/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
146,5740 (284),New Balance,Cream,Code W5740CD,Suede/Mesh Upper/Rubber Sole,R1999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176830/original.jpg,women,"UK 4, UK 5, UK 8, UK 3, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
147,720 - black,New Balance,Black,Code WL720EB,Suede/Nylon Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176907/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
148,720 - beige (268),New Balance,Beige,Code WL720CB1,Textile/Suede Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176915/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
149,373v2 - rose water (692),New Balance,Rose water,Code WL574NE2,Suede/Mesh Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176863/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
150,Oslo maja Ocean Queen,PUMA,Puma white-Cloud pink-Eggnog,Code 375059-01,Leather Upper/Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2176116/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
